Last update date,Town number,Town,Total cases ,Confirmed cases,Probable cases,Case rate,Total deaths,Confirmed deaths,Probable deaths,People tested,Rate tested per 100k,Number of tests,Number of positives,Number of negatives,Number of indeterminates
03/24/2020,41,East Haddam,0,,,,0,,,,,,,,
03/24/2020,61,Haddam,1,,,,0,,,,,,,,
03/24/2020,88,Naugatuck,2,,,,0,,,,,,,,
03/24/2020,38,Durham,0,,,,0,,,,,,,,
03/24/2020,108,Oxford,2,,,,0,,,,,,,,
03/24/2020,73,Lisbon,0,,,,0,,,,,,,,
03/24/2020,147,Voluntown,0,,,,0,,,,,,,,
03/24/2020,42,East Hampton,1,,,,0,,,,,,,,
03/24/2020,58,Griswold,0,,,,0,,,,,,,,
03/24/2020,166,Wolcott,1,,,,0,,,,,,,,
03/24/2020,113,Portland,1,,,,0,,,,,,,,
03/24/2020,33,Cromwell,1,,,,0,,,,,,,,
03/24/2020,160,Willington,0,,,,0,,,,,,,,
03/24/2020,164,Windsor,4,,,,0,,,,,,,,
03/24/2020,82,Middlefield,0,,,,0,,,,,,,,
03/24/2020,121,Salem,0,,,,0,,,,,,,,
03/24/2020,102,North Stonington,0,,,,0,,,,,,,,
03/24/2020,86,Montville,1,,,,0,,,,,,,,
03/24/2020,72,Ledyard,0,,,,0,,,,,,,,
03/24/2020,97,Newtown,5,,,,0,,,,,,,,
03/24/2020,8,Bethany,0,,,,0,,,,,,,,
03/24/2020,6,Beacon Falls,1,,,,0,,,,,,,,
03/24/2020,34,Danbury,29,,,,0,,,,,,,,
03/24/2020,62,Hamden,4,,,,0,,,,,,,,
03/24/2020,45,East Lyme,1,,,,0,,,,,,,,
03/24/2020,70,Killingworth,1,,,,0,,,,,,,,
03/24/2020,75,Lyme,0,,,,0,,,,,,,,
03/24/2020,76,Madison,3,,,,0,,,,,,,,
03/24/2020,137,Stonington,1,,,,0,,,,,,,,
03/24/2020,101,North Haven,0,,,,0,,,,,,,,
03/24/2020,26,Chester,0,,,,0,,,,,,,,
03/24/2020,60,Guilford,2,,,,0,,,,,,,,
03/24/2020,9,Bethel,6,,,,0,,,,,,,,
03/24/2020,36,Deep River,1,,,,0,,,,,,,,
03/24/2020,167,Woodbridge,3,,,,0,,,,,,,,
03/24/2020,85,Monroe,2,,,,0,,,,,,,,
03/24/2020,95,New London,0,,,,0,,,,,,,,
03/24/2020,50,Essex,0,,,,0,,,,,,,,
03/24/2020,105,Old Lyme,0,,,,0,,,,,,,,
03/24/2020,44,East Haven,3,,,,0,,,,,,,,
03/24/2020,2,Ansonia,1,,,,0,,,,,,,,
03/24/2020,118,Ridgefield,34,,,,0,,,,,,,,
03/24/2020,126,Shelton,5,,,,0,,,,,,,,
03/24/2020,18,Brookfield,13,,,,0,,,,,,,,
03/24/2020,148,Wallingford,0,,,,0,,,,,,,,
03/24/2020,130,Southbury,4,,,,0,,,,,,,,
03/24/2020,37,Derby,1,,,,0,,,,,,,,
03/24/2020,117,Redding,2,,,,0,,,,,,,,
03/24/2020,93,New Haven,22,,,,0,,,,,,,,
03/24/2020,154,Westbrook,0,,,,0,,,,,,,,
03/24/2020,106,Old Saybrook,0,,,,0,,,,,,,,
03/24/2020,27,Clinton,1,,,,0,,,,,,,,
03/24/2020,46,Easton,2,,,,0,,,,,,,,
03/24/2020,14,Branford,5,,,,0,,,,,,,,
03/24/2020,107,Orange,2,,,,0,,,,,,,,
03/24/2020,144,Trumbull,3,,,,0,,,,,,,,
03/24/2020,84,Milford,6,,,,0,,,,,,,,
03/24/2020,157,Weston,7,,,,0,,,,,,,,
03/24/2020,138,Stratford,7,,,,0,,,,,,,,
03/24/2020,161,Wilton,13,,,,0,,,,,,,,
03/24/2020,51,Fairfield,9,,,,0,,,,,,,,
03/24/2020,15,Bridgeport,16,,,,0,,,,,,,,
03/24/2020,90,New Canaan,11,,,,0,,,,,,,,
03/24/2020,158,Westport,79,,,,0,,,,,,,,
03/24/2020,135,Stamford,34,,,,0,,,,,,,,
03/24/2020,103,Norwalk,46,,,,0,,,,,,,,
03/24/2020,57,Greenwich,41,,,,0,,,,,,,,
03/24/2020,35,Darien,13,,,,0,,,,,,,,
03/24/2020,152,Waterford,0,,,,0,,,,,,,,
03/24/2020,99,North Branford,0,,,,0,,,,,,,,
03/24/2020,124,Seymour,2,,,,0,,,,,,,,
03/24/2020,59,Groton,0,,,,0,,,,,,,,
03/24/2020,156,West Haven,11,,,,0,,,,,,,,
03/24/2020,91,New Fairfield,7,,,,0,,,,,,,,
03/24/2020,115,Prospect,1,,,,0,,,,,,,,
03/24/2020,122,Salisbury,2,,,,0,,,,,,,,
03/24/2020,100,North Canaan,0,,,,0,,,,,,,,
03/24/2020,98,Norfolk,0,,,,0,,,,,,,,
03/24/2020,29,Colebrook,0,,,,0,,,,,,,,
03/24/2020,65,Hartland,0,,,,0,,,,,,,,
03/24/2020,169,Woodstock,2,,,,0,,,,,,,,
03/24/2020,141,Thompson,0,,,,0,,,,,,,,
03/24/2020,21,Canaan,0,,,,0,,,,,,,,
03/24/2020,40,East Granby,0,,,,0,,,,,,,,
03/24/2020,5,Barkhamsted,0,,,,0,,,,,,,,
03/24/2020,162,Winchester,0,,,,0,,,,,,,,
03/24/2020,39,Eastford,0,,,,0,,,,,,,,
03/24/2020,3,Ashford,0,,,,0,,,,,,,,
03/24/2020,48,Ellington,0,,,,0,,,,,,,,
03/24/2020,165,Windsor Locks,2,,,,0,,,,,,,,
03/24/2020,47,East Windsor,0,,,,0,,,,,,,,
03/24/2020,116,Putnam,0,,,,0,,,,,,,,
03/24/2020,163,Windham,0,,,,0,,,,,,,,
03/24/2020,123,Scotland,0,,,,0,,,,,,,,
03/24/2020,54,Glastonbury,6,,,,0,,,,,,,,
03/24/2020,30,Columbia,1,,,,0,,,,,,,,
03/24/2020,67,Hebron,0,,,,0,,,,,,,,
03/24/2020,159,Wethersfield,2,,,,0,,,,,,,,
03/24/2020,94,Newington,8,,,,0,,,,,,,,
03/24/2020,17,Bristol,1,,,,0,,,,,,,,
03/24/2020,87,Morris,1,,,,0,,,,,,,,
03/24/2020,89,New Britain,5,,,,0,,,,,,,,
03/24/2020,71,Lebanon,0,,,,0,,,,,,,,
03/24/2020,111,Plymouth,1,,,,0,,,,,,,,
03/24/2020,150,Washington,1,,,,0,,,,,,,,
03/24/2020,142,Tolland,5,,,,0,,,,,,,,
03/24/2020,23,Canton,0,,,,0,,,,,,,,
03/24/2020,128,Simsbury,0,,,,0,,,,,,,,
03/24/2020,31,Cornwall,0,,,,0,,,,,,,,
03/24/2020,112,Pomfret,0,,,,0,,,,,,,,
03/24/2020,55,Goshen,0,,,,0,,,,,,,,
03/24/2020,56,Granby,0,,,,0,,,,,,,,
03/24/2020,139,Suffield,2,,,,0,,,,,,,,
03/24/2020,49,Enfield,1,,,,0,,,,,,,,
03/24/2020,129,Somers,0,,,,0,,,,,,,,
03/24/2020,134,Stafford,8,,,,0,,,,,,,,
03/24/2020,145,Union,0,,,,0,,,,,,,,
03/24/2020,69,Killingly,0,,,,0,,,,,,,,
03/24/2020,11,Bloomfield,1,,,,0,,,,,,,,
03/24/2020,92,New Hartford,0,,,,0,,,,,,,,
03/24/2020,143,Torrington,2,,,,0,,,,,,,,
03/24/2020,146,Vernon,3,,,,0,,,,,,,,
03/24/2020,132,South Windsor,3,,,,0,,,,,,,,
03/24/2020,32,Coventry,1,,,,0,,,,,,,,
03/24/2020,78,Mansfield,1,,,,0,,,,,,,,
03/24/2020,24,Chaplin,0,,,,0,,,,,,,,
03/24/2020,63,Hampton,0,,,,0,,,,,,,,
03/24/2020,19,Brooklyn,0,,,,0,,,,,,,,
03/24/2020,140,Thomaston,1,,,,0,,,,,,,,
03/25/2020,140,Thomaston,2,,,,0,,,,,,,,
03/25/2020,141,Thompson,0,,,,0,,,,,,,,
03/25/2020,142,Tolland,5,,,,1,,,,,,,,
03/25/2020,143,Torrington,4,,,,0,,,,,,,,
03/25/2020,144,Trumbull,4,,,,0,,,,,,,,
03/25/2020,145,Union,0,,,,0,,,,,,,,
03/25/2020,146,Vernon,4,,,,0,,,,,,,,
03/25/2020,147,Voluntown,0,,,,0,,,,,,,,
03/25/2020,148,Wallingford,2,,,,0,,,,,,,,
03/25/2020,149,Warren,0,,,,0,,,,,,,,
03/25/2020,150,Washington,2,,,,0,,,,,,,,
03/25/2020,151,Waterbury,17,,,,0,,,,,,,,
03/25/2020,152,Waterford,0,,,,0,,,,,,,,
03/25/2020,153,Watertown,1,,,,0,,,,,,,,
03/25/2020,155,West Hartford,6,,,,0,,,,,,,,
03/25/2020,156,West Haven,12,,,,0,,,,,,,,
03/25/2020,154,Westbrook,0,,,,0,,,,,,,,
03/25/2020,157,Weston,10,,,,0,,,,,,,,
03/25/2020,158,Westport,87,,,,0,,,,,,,,
03/25/2020,159,Wethersfield,3,,,,0,,,,,,,,
03/25/2020,160,Willington,0,,,,0,,,,,,,,
03/25/2020,161,Wilton,17,,,,1,,,,,,,,
03/25/2020,162,Winchester,0,,,,0,,,,,,,,
03/25/2020,163,Windham,0,,,,0,,,,,,,,
03/25/2020,164,Windsor,6,,,,0,,,,,,,,
03/25/2020,165,Windsor Locks,2,,,,0,,,,,,,,
03/25/2020,166,Wolcott,2,,,,0,,,,,,,,
03/25/2020,167,Woodbridge,3,,,,0,,,,,,,,
03/25/2020,168,Woodbury,1,,,,0,,,,,,,,
03/25/2020,169,Woodstock,2,,,,0,,,,,,,,
03/25/2020,97,Newtown,12,,,,0,,,,,,,,
03/25/2020,52,Farmington,8,,,,0,,,,,,,,
03/25/2020,98,Norfolk,0,,,,0,,,,,,,,
03/25/2020,99,North Branford,0,,,,0,,,,,,,,
03/25/2020,100,North Canaan,0,,,,0,,,,,,,,
03/25/2020,101,North Haven,0,,,,0,,,,,,,,
03/25/2020,102,North Stonington,0,,,,0,,,,,,,,
03/25/2020,103,Norwalk,66,,,,3,,,,,,,,
03/25/2020,104,Norwich,2,,,,0,,,,,,,,
03/25/2020,105,Old Lyme,1,,,,0,,,,,,,,
03/25/2020,106,Old Saybrook,3,,,,0,,,,,,,,
03/25/2020,107,Orange,3,,,,0,,,,,,,,
03/25/2020,108,Oxford,3,,,,0,,,,,,,,
03/25/2020,109,Plainfield,0,,,,0,,,,,,,,
03/25/2020,110,Plainville,1,,,,0,,,,,,,,
03/25/2020,118,Ridgefield,41,,,,1,,,,,,,,
03/25/2020,119,Rocky Hill,8,,,,1,,,,,,,,
03/25/2020,120,Roxbury,0,,,,0,,,,,,,,
03/25/2020,121,Salem,0,,,,0,,,,,,,,
03/25/2020,122,Salisbury,3,,,,0,,,,,,,,
03/25/2020,123,Scotland,0,,,,0,,,,,,,,
03/25/2020,124,Seymour,5,,,,0,,,,,,,,
03/25/2020,125,Sharon,1,,,,0,,,,,,,,
03/25/2020,126,Shelton,6,,,,1,,,,,,,,
03/25/2020,127,Sherman,2,,,,0,,,,,,,,
03/25/2020,128,Simsbury,3,,,,0,,,,,,,,
03/25/2020,129,Somers,0,,,,0,,,,,,,,
03/25/2020,132,South Windsor,3,,,,0,,,,,,,,
03/25/2020,130,Southbury,5,,,,1,,,,,,,,
03/25/2020,131,Southington,8,,,,0,,,,,,,,
03/25/2020,133,Sprague,0,,,,0,,,,,,,,
03/25/2020,134,Stafford,11,,,,2,,,,,,,,
03/25/2020,135,Stamford,48,,,,1,,,,,,,,
03/25/2020,136,Sterling,0,,,,0,,,,,,,,
03/25/2020,137,Stonington,1,,,,0,,,,,,,,
03/25/2020,138,Stratford,11,,,,0,,,,,,,,
03/25/2020,139,Suffield,4,,,,0,,,,,,,,
03/25/2020,53,Franklin,0,,,,0,,,,,,,,
03/25/2020,54,Glastonbury,7,,,,0,,,,,,,,
03/25/2020,55,Goshen,0,,,,0,,,,,,,,
03/25/2020,56,Granby,0,,,,0,,,,,,,,
03/25/2020,57,Greenwich,54,,,,0,,,,,,,,
03/25/2020,58,Griswold,0,,,,0,,,,,,,,
03/25/2020,59,Groton,1,,,,0,,,,,,,,
03/25/2020,60,Guilford,2,,,,0,,,,,,,,
03/25/2020,61,Haddam,1,,,,0,,,,,,,,
03/25/2020,62,Hamden,6,,,,0,,,,,,,,
03/25/2020,63,Hampton,0,,,,0,,,,,,,,
03/25/2020,64,Hartford,20,,,,0,,,,,,,,
03/25/2020,65,Hartland,0,,,,0,,,,,,,,
03/25/2020,66,Harwinton,4,,,,0,,,,,,,,
03/25/2020,67,Hebron,0,,,,0,,,,,,,,
03/25/2020,68,Kent,1,,,,0,,,,,,,,
03/25/2020,69,Killingly,0,,,,0,,,,,,,,
03/25/2020,70,Killingworth,1,,,,0,,,,,,,,
03/25/2020,71,Lebanon,0,,,,0,,,,,,,,
03/25/2020,72,Ledyard,0,,,,0,,,,,,,,
03/25/2020,73,Lisbon,2,,,,0,,,,,,,,
03/25/2020,74,Litchfield,2,,,,0,,,,,,,,
03/25/2020,75,Lyme,0,,,,0,,,,,,,,
03/25/2020,76,Madison,3,,,,0,,,,,,,,
03/25/2020,77,Manchester,6,,,,0,,,,,,,,
03/25/2020,78,Mansfield,1,,,,0,,,,,,,,
03/25/2020,79,Marlborough,0,,,,0,,,,,,,,
03/25/2020,80,Meriden,7,,,,0,,,,,,,,
03/25/2020,81,Middlebury,1,,,,0,,,,,,,,
03/25/2020,82,Middlefield,0,,,,0,,,,,,,,
03/25/2020,83,Middletown,2,,,,0,,,,,,,,
03/25/2020,84,Milford,8,,,,0,,,,,,,,
03/25/2020,85,Monroe,3,,,,0,,,,,,,,
03/25/2020,86,Montville,1,,,,0,,,,,,,,
03/25/2020,87,Morris,1,,,,0,,,,,,,,
03/25/2020,88,Naugatuck,3,,,,0,,,,,,,,
03/25/2020,89,New Britain,6,,,,0,,,,,,,,
03/25/2020,90,New Canaan,15,,,,3,,,,,,,,
03/25/2020,91,New Fairfield,12,,,,0,,,,,,,,
03/25/2020,92,New Hartford,0,,,,0,,,,,,,,
03/25/2020,93,New Haven,29,,,,1,,,,,,,,
03/25/2020,95,New London,0,,,,0,,,,,,,,
03/25/2020,96,New Milford,6,,,,0,,,,,,,,
03/25/2020,94,Newington,9,,,,1,,,,,,,,
03/25/2020,1,Andover,0,,,,0,,,,,,,,
03/25/2020,2,Ansonia,2,,,,0,,,,,,,,
03/25/2020,3,Ashford,0,,,,0,,,,,,,,
03/25/2020,4,Avon,4,,,,0,,,,,,,,
03/25/2020,5,Barkhamsted,0,,,,0,,,,,,,,
03/25/2020,6,Beacon Falls,1,,,,0,,,,,,,,
03/25/2020,7,Berlin,3,,,,0,,,,,,,,
03/25/2020,8,Bethany,0,,,,0,,,,,,,,
03/25/2020,9,Bethel,10,,,,0,,,,,,,,
03/25/2020,10,Bethlehem,3,,,,0,,,,,,,,
03/25/2020,11,Bloomfield,1,,,,0,,,,,,,,
03/25/2020,12,Bolton,2,,,,0,,,,,,,,
03/25/2020,13,Bozrah,0,,,,0,,,,,,,,
03/25/2020,14,Branford,6,,,,0,,,,,,,,
03/25/2020,16,Bridgewater,1,,,,0,,,,,,,,
03/25/2020,17,Bristol,2,,,,0,,,,,,,,
03/25/2020,18,Brookfield,23,,,,0,,,,,,,,
03/25/2020,19,Brooklyn,0,,,,0,,,,,,,,
03/25/2020,20,Burlington,1,,,,0,,,,,,,,
03/25/2020,21,Canaan,0,,,,0,,,,,,,,
03/25/2020,22,Canterbury,0,,,,0,,,,,,,,
03/25/2020,23,Canton,0,,,,0,,,,,,,,
03/25/2020,24,Chaplin,0,,,,0,,,,,,,,
03/25/2020,25,Cheshire,0,,,,0,,,,,,,,
03/25/2020,26,Chester,0,,,,0,,,,,,,,
03/25/2020,27,Clinton,2,,,,0,,,,,,,,
03/25/2020,28,Colchester,0,,,,0,,,,,,,,
03/25/2020,29,Colebrook,0,,,,0,,,,,,,,
03/25/2020,30,Columbia,1,,,,0,,,,,,,,
03/25/2020,31,Cornwall,0,,,,0,,,,,,,,
03/25/2020,32,Coventry,3,,,,0,,,,,,,,
03/25/2020,33,Cromwell,1,,,,0,,,,,,,,
03/25/2020,34,Danbury,63,,,,1,,,,,,,,
03/25/2020,35,Darien,14,,,,0,,,,,,,,
03/25/2020,36,Deep River,1,,,,0,,,,,,,,
03/25/2020,37,Derby,1,,,,0,,,,,,,,
03/25/2020,38,Durham,0,,,,0,,,,,,,,
03/25/2020,40,East Granby,0,,,,0,,,,,,,,
03/25/2020,41,East Haddam,0,,,,0,,,,,,,,
03/25/2020,42,East Hampton,2,,,,0,,,,,,,,
03/25/2020,43,East Hartford,4,,,,0,,,,,,,,
03/25/2020,44,East Haven,5,,,,0,,,,,,,,
03/25/2020,45,East Lyme,1,,,,0,,,,,,,,
03/25/2020,47,East Windsor,0,,,,0,,,,,,,,
03/25/2020,39,Eastford,0,,,,0,,,,,,,,
03/25/2020,46,Easton,2,,,,1,,,,,,,,
03/25/2020,48,Ellington,0,,,,0,,,,,,,,
03/25/2020,49,Enfield,1,,,,0,,,,,,,,
03/25/2020,50,Essex,0,,,,0,,,,,,,,
03/25/2020,51,Fairfield,13,,,,0,,,,,,,,
03/26/2020,98,Norfolk,1,,,,0,,,,,,,,
03/26/2020,99,North Branford,0,,,,0,,,,,,,,
03/26/2020,100,North Canaan,0,,,,0,,,,,,,,
03/26/2020,101,North Haven,0,,,,0,,,,,,,,
03/26/2020,102,North Stonington,0,,,,0,,,,,,,,
03/26/2020,103,Norwalk,76,,,,3,,,,,,,,
03/26/2020,104,Norwich,2,,,,0,,,,,,,,
03/26/2020,105,Old Lyme,0,,,,0,,,,,,,,
03/26/2020,106,Old Saybrook,3,,,,0,,,,,,,,
03/26/2020,107,Orange,3,,,,0,,,,,,,,
03/26/2020,108,Oxford,5,,,,0,,,,,,,,
03/26/2020,109,Plainfield,0,,,,0,,,,,,,,
03/26/2020,110,Plainville,1,,,,0,,,,,,,,
03/26/2020,111,Plymouth,1,,,,0,,,,,,,,
03/26/2020,112,Pomfret,0,,,,0,,,,,,,,
03/26/2020,113,Portland,2,,,,0,,,,,,,,
03/26/2020,114,Preston,0,,,,0,,,,,,,,
03/26/2020,115,Prospect,1,,,,0,,,,,,,,
03/26/2020,116,Putnam,0,,,,0,,,,,,,,
03/26/2020,117,Redding,7,,,,0,,,,,,,,
03/26/2020,118,Ridgefield,43,,,,1,,,,,,,,
03/26/2020,119,Rocky Hill,9,,,,1,,,,,,,,
03/26/2020,120,Roxbury,0,,,,0,,,,,,,,
03/26/2020,121,Salem,0,,,,0,,,,,,,,
03/26/2020,122,Salisbury,3,,,,0,,,,,,,,
03/26/2020,123,Scotland,0,,,,0,,,,,,,,
03/26/2020,124,Seymour,5,,,,0,,,,,,,,
03/26/2020,125,Sharon,2,,,,0,,,,,,,,
03/26/2020,126,Shelton,13,,,,1,,,,,,,,
03/26/2020,127,Sherman,2,,,,0,,,,,,,,
03/26/2020,128,Simsbury,3,,,,0,,,,,,,,
03/26/2020,129,Somers,0,,,,0,,,,,,,,
03/26/2020,132,South Windsor,4,,,,0,,,,,,,,
03/26/2020,130,Southbury,6,,,,1,,,,,,,,
03/26/2020,131,Southington,8,,,,0,,,,,,,,
03/26/2020,133,Sprague,0,,,,0,,,,,,,,
03/26/2020,134,Stafford,14,,,,2,,,,,,,,
03/26/2020,135,Stamford,60,,,,1,,,,,,,,
03/26/2020,136,Sterling,0,,,,0,,,,,,,,
03/26/2020,137,Stonington,1,,,,0,,,,,,,,
03/26/2020,138,Stratford,12,,,,0,,,,,,,,
03/26/2020,139,Suffield,6,,,,0,,,,,,,,
03/26/2020,140,Thomaston,6,,,,0,,,,,,,,
03/26/2020,142,Tolland,6,,,,1,,,,,,,,
03/26/2020,143,Torrington,7,,,,0,,,,,,,,
03/26/2020,144,Trumbull,6,,,,0,,,,,,,,
03/26/2020,145,Union,0,,,,0,,,,,,,,
03/26/2020,146,Vernon,5,,,,0,,,,,,,,
03/26/2020,147,Voluntown,1,,,,0,,,,,,,,
03/26/2020,1,Andover,0,,,,0,,,,,,,,
03/26/2020,2,Ansonia,3,,,,0,,,,,,,,
03/26/2020,3,Ashford,0,,,,0,,,,,,,,
03/26/2020,4,Avon,4,,,,0,,,,,,,,
03/26/2020,5,Barkhamsted,0,,,,0,,,,,,,,
03/26/2020,6,Beacon Falls,1,,,,0,,,,,,,,
03/26/2020,7,Berlin,6,,,,0,,,,,,,,
03/26/2020,8,Bethany,0,,,,0,,,,,,,,
03/26/2020,9,Bethel,10,,,,0,,,,,,,,
03/26/2020,10,Bethlehem,3,,,,0,,,,,,,,
03/26/2020,11,Bloomfield,2,,,,0,,,,,,,,
03/26/2020,12,Bolton,2,,,,0,,,,,,,,
03/26/2020,13,Bozrah,0,,,,0,,,,,,,,
03/26/2020,14,Branford,6,,,,0,,,,,,,,
03/26/2020,15,Bridgeport,32,,,,0,,,,,,,,
03/26/2020,16,Bridgewater,1,,,,0,,,,,,,,
03/26/2020,17,Bristol,2,,,,0,,,,,,,,
03/26/2020,18,Brookfield,24,,,,0,,,,,,,,
03/26/2020,19,Brooklyn,0,,,,0,,,,,,,,
03/26/2020,20,Burlington,1,,,,0,,,,,,,,
03/26/2020,21,Canaan,0,,,,0,,,,,,,,
03/26/2020,22,Canterbury,0,,,,0,,,,,,,,
03/26/2020,23,Canton,0,,,,0,,,,,,,,
03/26/2020,24,Chaplin,0,,,,0,,,,,,,,
03/26/2020,25,Cheshire,3,,,,0,,,,,,,,
03/26/2020,26,Chester,0,,,,0,,,,,,,,
03/26/2020,27,Clinton,4,,,,1,,,,,,,,
03/26/2020,28,Colchester,1,,,,0,,,,,,,,
03/26/2020,29,Colebrook,0,,,,0,,,,,,,,
03/26/2020,30,Columbia,1,,,,0,,,,,,,,
03/26/2020,31,Cornwall,0,,,,0,,,,,,,,
03/26/2020,32,Coventry,3,,,,0,,,,,,,,
03/26/2020,33,Cromwell,1,,,,0,,,,,,,,
03/26/2020,34,Danbury,69,,,,1,,,,,,,,
03/26/2020,35,Darien,14,,,,0,,,,,,,,
03/26/2020,36,Deep River,1,,,,0,,,,,,,,
03/26/2020,37,Derby,2,,,,0,,,,,,,,
03/26/2020,38,Durham,1,,,,0,,,,,,,,
03/26/2020,40,East Granby,1,,,,0,,,,,,,,
03/26/2020,41,East Haddam,0,,,,0,,,,,,,,
03/26/2020,42,East Hampton,1,,,,0,,,,,,,,
03/26/2020,43,East Hartford,4,,,,0,,,,,,,,
03/26/2020,44,East Haven,5,,,,0,,,,,,,,
03/26/2020,45,East Lyme,2,,,,0,,,,,,,,
03/26/2020,47,East Windsor,0,,,,0,,,,,,,,
03/26/2020,39,Eastford,0,,,,0,,,,,,,,
03/26/2020,46,Easton,2,,,,1,,,,,,,,
03/26/2020,48,Ellington,0,,,,0,,,,,,,,
03/26/2020,49,Enfield,6,,,,0,,,,,,,,
03/26/2020,50,Essex,0,,,,0,,,,,,,,
03/26/2020,51,Fairfield,16,,,,0,,,,,,,,
03/26/2020,52,Farmington,8,,,,0,,,,,,,,
03/26/2020,53,Franklin,1,,,,0,,,,,,,,
03/26/2020,54,Glastonbury,8,,,,0,,,,,,,,
03/26/2020,55,Goshen,0,,,,0,,,,,,,,
03/26/2020,56,Granby,0,,,,0,,,,,,,,
03/26/2020,57,Greenwich,57,,,,0,,,,,,,,
03/26/2020,58,Griswold,0,,,,0,,,,,,,,
03/26/2020,59,Groton,1,,,,0,,,,,,,,
03/26/2020,60,Guilford,2,,,,0,,,,,,,,
03/26/2020,61,Haddam,1,,,,0,,,,,,,,
03/26/2020,62,Hamden,7,,,,0,,,,,,,,
03/26/2020,63,Hampton,0,,,,0,,,,,,,,
03/26/2020,64,Hartford,21,,,,0,,,,,,,,
03/26/2020,65,Hartland,0,,,,0,,,,,,,,
03/26/2020,66,Harwinton,4,,,,0,,,,,,,,
03/26/2020,67,Hebron,1,,,,0,,,,,,,,
03/26/2020,68,Kent,1,,,,0,,,,,,,,
03/26/2020,69,Killingly,1,,,,0,,,,,,,,
03/26/2020,70,Killingworth,1,,,,0,,,,,,,,
03/26/2020,71,Lebanon,0,,,,0,,,,,,,,
03/26/2020,72,Ledyard,0,,,,0,,,,,,,,
03/26/2020,73,Lisbon,2,,,,0,,,,,,,,
03/26/2020,74,Litchfield,2,,,,0,,,,,,,,
03/26/2020,76,Madison,3,,,,0,,,,,,,,
03/26/2020,77,Manchester,8,,,,0,,,,,,,,
03/26/2020,78,Mansfield,1,,,,0,,,,,,,,
03/26/2020,79,Marlborough,0,,,,0,,,,,,,,
03/26/2020,80,Meriden,8,,,,0,,,,,,,,
03/26/2020,81,Middlebury,1,,,,0,,,,,,,,
03/26/2020,82,Middlefield,0,,,,0,,,,,,,,
